id,正體,簡體,聲母,韻母,聲調,詞例,讀音說明,備註（含义）,声母音标,韵母音标
4901,啁,啁,zh,eu,1,各種鳥叫,,,tʂ,əɯ
4902,姍,姗,sh,aen,1,,,,ʂ,ɛ̃
4903,婁,娄,l,eu,2,,,,l,əɯ
4904,崑,昆,k,uen,1,,,,kʰ,uəŋ
4905,嵊,嵊,sh,en,6,,,,ʂ,əŋ
4906,惚,惚,h,ueh,7,,,,x,uə?
4907,揖,揖,,ieh,7,,,,,iəʔ
4908,撟,挢,j,io,3,,,,tɕ,iɔ
4909,棨,棨,q,i,3,,,,tɕʰ,i
4910,氪,氪,k,eh,7,,,鉻,kʰ,əʔ
4911,沘,沘,b,i,3,,,,p,i
4912,湫,湫,j,io,3,低窪,,,tɕ,iɔ
4913,湫,湫,q,ieu,1,水潭,,,tɕʰ,iəɯ
4914,湫,湫,j,ieu,1,清靜,,,tɕ,iəɯ
4915,滎,荥,,ien,2,,,,,iəŋ
4916,燜,焖,m,en,6,,,,m,əŋ
4917,猞,猞,sh,a,5,,,,ʂ,a
4918,疣,疣,,ieu,2,,,,,iəɯ
4919,癮,瘾,,ien,3,,,,,iəŋ
4920,皦,皦,j,io,3,,,,tɕ,iɔ
4921,紜,纭,,yen,2,,,,,yəŋ
4922,纓,缨,,ien,1,,,,,iəŋ
4923,聆,聆,l,ien,2,,,,l,iəŋ
4924,腆,腆,t,in,3,,,,tʰ,ĩ
4925,臍,脐,q,i,2,,,,tɕʰ,i
4926,苧,苎,ch,v,6,,,,tʂʰ,ʋ
4927,蜚,蜚,f,ei,1,,常用音,,f,əi
4928,蜚,蜚,f,ei,3,動物名,,,f,əi
4929,賡,赓,g,en,1,,,,k,əŋ
4930,醴,醴,l,i,3,,,,l,i
4931,鉚,铆,m,o,3,,,,m,ɔ
4932,霓,霓,n,i,2,,,,n,i
4933,霏,霏,f,ei,1,,,,f,əi
4934,馥,馥,f,oh,8,,,,f,ɔʔ
4935,麂,麂,j,i,3,,,,tɕ,i
4936,俐,俐,l,i,6,,,,l,i
4937,倩,倩,q,in,5,美好,,,tɕʰ,ĩ
4938,倩,倩,q,ien,5,請人做事,,,tɕʰ,iəŋ
4939,倖,幸,x,ien,6,,,,ɕ,iəŋ
4940,嚐,尝,sh,an,2,,,,ʂ,aŋ
4941,囡,囡,n,un,1,,,,n,ʊ̃
4942,寐,寐,m,i,6,,,,m,i
4943,巳,巳,c,z,6,,,,tsʰ,ɿ
4944,憚,惮,t,aen,6,,,,tʰ,ɛ̃
4945,揍,揍,z,eu,5,,,,ts,əɯ
4946,櫓,橹,l,v,3,,,,l,ʋ
4947,泠,泠,l,ien,2,,,,l,iəŋ
4948,滀,滀,ch,oh,7,,,,tʂʰ,ɔʔ
4949,濰,潍,v,ei,2,,,,ʋ,əi
4950,瀌,瀌,b,io,1,,,,p,iɔ
4951,燧,燧,c,uei,6,,,,tsʰ,uəi
4952,甓,甓,p,ieh,8,,,,pʰ,iəʔ
4953,瞌,瞌,k,uh,7,,,,kʰ,ʊʔ
4954,矚,瞩,zh,oh,7,,,,tʂ,ɔʔ
4955,箅,箅,b,i,5,,,,p,i
4956,箅,箅,p,i,6,,異讀,,pʰ,i
4957,翌,翌,,ieh,8,,,,,iəʔ
4958,莧,苋,h,aen,6,,,,x,ɛ̃
4959,蕎,荞,q,io,2,,,,tɕʰ,iɔ
4960,袞,衮,g,uen,3,,,,k,uəŋ
4961,褚,褚,ch,v,3,姓氏,,,tʂʰ,ʋ
4962,褚,褚,zh,v,3,絲棉衣服,,,tʂ,ʋ
4963,貲,赀,z,z,1,,,,ts,ɿ
4964,踝,踝,h,uae,2,,,,x,uɛ
4965,踵,踵,zh,on,3,,,,tʂ,ɔŋ
4966,鈺,钰,,ioh,8,,,,,iɔʔ
4967,霰,霰,x,in,5,,,,ɕ,ĩ
4968,韜,韬,t,o,1,,,,tʰ,ɔ
4969,鰣,鲥,sh,r,2,,,,ʂ,ʅ
4970,鳩,鸠,j,ieu,1,,,,tɕ,iəɯ
4971,鷗,鸥,ng,eu,1,,,,ŋ,əɯ
4972,麈,麈,zh,v,3,,,,tʂ,ʋ
4973,鼾,鼾,h,un,1,,,,x,ʊ̃
4974,搳,搳,h,ua,2,搳拳,,,x,ua
4975,搳,搳,h,aeh,8,搔,,,x,ɛʔ
4976,擻,擞,s,eu,3,抖擻,,,s,əɯ
4977,擻,擞,s,eu,5,用火條或火筷子插到火爐裡，把灰搖掉或撥除,,,s,əɯ
4978,敕,敕,ch,eh,7,,,,tʂʰ,əʔ
4979,枸,枸,g,eu,1,彎曲的,,,k,əɯ
4980,枸,枸,g,eu,3,枸杞,,,k,əɯ
4981,枸,枸,j,y,3,枸櫞,,,tɕ,y
4982,櫛,栉,zh,eh,7,,,,tʂ,əʔ
4983,涫,涫,g,un,5,沸騰的,,,k,ʊ̃
4984,湄,湄,m,i,2,,,,m,i
4985,溧,溧,l,ieh,8,,,,l,iəʔ
4986,潷,滗,b,ieh,7,濾去渣滓,,,p,iəʔ
4987,瑒,玚,ch,an,5,,,,tʂʰ,aŋ
4988,瑒,玚,,ian,2,,又音,,,iaŋ
4989,癩,癞,l,ae,6,癩蛤蟆,,,l,ɛ
4990,癩,癞,l,aeh,8,癩痢,,,l,ɛʔ
4991,篾,篾,m,ih,8,,,,m,iʔ
4992,繄,繄,,i,1,,,,,i
4993,膘,膘,b,io,1,,,,p,iɔ
4994,膺,膺,,ien,1,,,,,iəŋ
4995,蠍,蝎,x,ih,7,,,,ɕ,iʔ
4996,貉,貉,h,ah,8,,,,x,aʔ
4997,貉,貉,m,oh,8,同“貊”,,,m,ɔʔ
4998,轢,轹,l,ieh,8,,,,l,iəʔ
4999,鄱,鄱,p,u,2,,,,pʰ,ʊ
5000,頎,颀,q,i,2,,,,tɕʰ,i
5001,餒,馁,n,uei,3,,,,n,uəi
5002,騁,骋,ch,en,3,,,,tʂʰ,əŋ
5003,侃,侃,k,un,3,,,,kʰ,ʊ̃
5004,噎,噎,,ih,7,,,,,iʔ
5005,嬋,婵,ch,in,2,,,,tʂʰ,ĩ
5006,屐,屐,q,ieh,8,,,,tɕʰ,iəʔ
5007,悝,悝,k,uei,1,,,嘲笑,kʰ,uəi
5008,悝,悝,l,i,3,,,憂愁,l,i
5009,攽,攽,b,aen,1,攽成兩半,,,p,ɛ̃
5010,攥,攥,z,un,5,,,,ts,ʊ̃
5011,晛,晛,x,in,6,,,,ɕ,ĩ
5012,桓,桓,,un,2,,,,,ʊ̃
5013,槌,槌,ch,uei,2,,,,tʂʰ,uəi
5014,檳,槟,b,ien,1,,,,p,iəŋ
5015,沏,沏,q,ih,7,,,,tɕʰ,iʔ
5016,漣,涟,l,in,2,,,,l,ĩ
5017,燴,烩,h,uei,6,,,,x,uəi
5018,璆,璆,q,ieu,2,,,,tɕʰ,iəɯ
5019,瓮,瓮,,on,5,,,,,ɔŋ
5020,疚,疚,j,ieu,5,,,,tɕ,iəɯ
5021,疸,疸,d,aen,3,,,,t,ɛ̃
5022,癭,瘿,,ien,3,,,,,iəŋ
5023,皎,皎,j,io,3,,,,tɕ,iɔ
5024,眸,眸,m,eu,2,,,,m,əɯ
5025,礪,砺,l,i,6,,,,l,i
5026,繆,缪,m,io,6,,,姓氏,m,iɔ
5027,繆,缪,m,ieu,6,紕繆,,,m,iəɯ
5028,繆,缪,m,eu,2,綢繆,,,m,əɯ
5029,芫,芫,,in,2,芫荽,,,,ĩ
5030,芫,芫,,iun,2,芫花,,,,iʊ̃
5031,茹,茹,r,v,2,,,,ɻ,ʋ
5032,葷,荤,h,uen,1,,,,x,uəŋ
5033,蒔,莳,ch,r,6,蒔秧，動詞,,,tʂʰ,ʅ
5034,蒔,莳,sh,r,2,蒔蘿,,,ʂ,ʅ
5035,蜘,蜘,zh,r,1,,,,tʂ,ʅ
5036,蜷,蜷,q,iun,2,,,,tɕʰ,iʊ̃
5037,蝟,猬,v,ei,6,,,,ʋ,əi
5038,襌,襌,d,aen,1,,,,t,ɛ̃
5039,觴,觞,sh,an,1,,,,ʂ,aŋ
5040,遐,遐,h,a,2,,,,x,a
5041,遐,遐,x,ia,2,,,,ɕ,ia
5042,邛,邛,q,ion,2,,,,tɕʰ,iɔŋ
5043,鄺,邝,k,uan,5,,,,kʰ,uaŋ
5044,釔,钇,,ieh,7,,,金屬元素,,iəʔ
5045,銓,铨,q,iun,2,,,,tɕʰ,iʊ̃
5046,靂,雳,l,ieh,8,,,,l,iəʔ
5047,顎,颚,ng,ah,8,,,,ŋ,aʔ
5048,駒,驹,j,y,1,,,,tɕ,y
5049,鯪,鲮,l,ien,2,,,,l,iəŋ
5050,鷲,鹫,q,ieu,6,,,,tɕʰ,iəɯ
5051,仞,仞,r,en,6,,,,ɻ,əŋ
5052,儆,儆,j,ien,3,,,,tɕ,iəŋ
5053,冽,冽,l,ih,8,,,,l,iʔ
5054,剌,剌,l,aeh,8,,,,l,ɛʔ
5055,嗟,嗟,j,ia,1,,,,tɕ,ia
5056,嗤,嗤,ch,r,1,,,,tʂʰ,ʅ
5057,嗔,嗔,ch,en,1,,,,tʂʰ,əŋ
5058,嘜,唛,m,oh,8,,,,m,ɔʔ
5059,惊,惊,j,ien,1,,,,tɕ,iəŋ
5060,愫,愫,s,v,5,,,,s,ʋ
5061,攸,攸,,ieu,2,,,,,iəɯ
5062,敝,敝,p,i,6,,,,pʰ,i
5063,斐,斐,f,ei,3,,,,f,əi
5064,旻,旻,m,ien,2,,,,m,iəŋ
5065,桀,桀,q,ih,8,,,,tɕʰ,iʔ
5066,楫,楫,j,ieh,7,,,,tɕ,iəʔ
5067,櫚,榈,l,y,2,,,,l,y
5068,汐,汐,x,ieh,7,,,,ɕ,iəʔ
5069,沄,沄,,yen,2,,,,,yəŋ
5070,涎,涎,s,aen,2,,,,s,ɛ̃
5071,滕,滕,t,en,2,,,,tʰ,əŋ
5072,牘,牍,t,oh,8,,,,tʰ,ɔʔ
5073,犢,犊,t,oh,8,,,,tʰ,ɔʔ
5074,玁,玁,x,in,3,,,,ɕ,ĩ
5075,珩,珩,h,en,2,,,,x,əŋ
5076,琛,琛,ch,en,1,,,,tʂʰ,əŋ
5077,瓤,瓤,n,an,2,,,,n,aŋ
5078,祗,祗,zh,r,1,,,,tʂ,ʅ
5079,稞,稞,k,u,1,,,,kʰ,ʊ
5080,糶,粜,t,io,5,,,,tʰ,iɔ
5081,紈,纨,,un,2,,,,,ʊ̃
5082,繅,缫,s,o,1,,,,s,ɔ
5083,翦,翦,j,in,3,,,,tɕ,ĩ
5084,翯,翯,h,ah,8,,,,x,aʔ
5085,胰,胰,,i,2,,,,,i
5086,蒺,蒺,q,ieh,8,,,,tɕʰ,iəʔ
5087,蚣,蚣,g,on,1,,,,k,ɔŋ
5088,蚕,蚕,c,un,2,,,蠶的異體字,tsʰ,ʊ̃
5089,蝙,蝙,b,in,1,,,,p,ĩ
5090,褻,亵,x,ih,7,,,,ɕ,iʔ
5091,蹩,蹩,b,ih,7,蹩腳,,,p,iʔ
5092,陲,陲,sh,uei,2,,,,ʂ,uəi
5093,靦,腼,t,in,3,,,,tʰ,ĩ
5094,黛,黛,t,ae,6,,,,tʰ,ɛ
5095,冑,冑,ch,eu,6,,,,tʂʰ,əɯ
5096,剞,剞,j,i,1,,,,tɕ,i
5097,剟,剟,d,uh,7,割取,,,t,ʊʔ
5098,咂,咂,z,aeh,7,咂嘴,,,ts,ɛʔ
5099,喔,喔,,oh,7,雞叫,,,,ɔʔ
5100,喙,喙,h,uei,5,,,,x,uəi
5101,噩,噩,ng,ah,8,,,,ŋ,aʔ
5102,娼,娼,ch,an,1,,,,tʂʰ,aŋ
5103,庾,庾,,y,3,,,,,y
5104,忸,忸,n,ieu,3,,,,n,iəɯ
5105,悚,悚,s,on,3,,,,s,ɔŋ
5106,悻,悻,x,ien,6,,,,ɕ,iəŋ
5107,憮,怃,v,v,3,,,,ʋ,ʋ
5108,挹,挹,,ieh,7,,,,,iəʔ
5109,掬,掬,j,ioh,7,,,,tɕ,iɔʔ
5110,摳,抠,k,eu,1,,,,kʰ,əɯ
5111,晁,晁,ch,o,2,,,,tʂʰ,ɔ
5112,梔,栀,zh,r,1,梔子花,,,tʂ,ʅ
5113,梟,枭,x,io,1,,,,ɕ,iɔ
5114,汴,汴,p,in,6,,,,pʰ,ĩ
5115,湉,湉,t,in,2,,,,tʰ,ĩ
5116,炫,炫,x,iun,6,,,,ɕ,iʊ̃
5117,甌,瓯,ng,eu,1,,,,ŋ,əɯ
5118,畋,畋,t,in,2,,,,tʰ,ĩ
5119,磐,磐,p,un,2,,,,pʰ,ʊ̃
5120,纔,才,c,ae,2,,,,tsʰ,ɛ
5121,胛,胛,g,aeh,7,胛肢窩,,,k,ɛʔ
5122,臊,臊,s,o,1,臊臭,,,s,ɔ
5123,臊,臊,s,o,5,害臊,,,s,ɔ
5124,薺,荠,q,i,6,薺菜,,,tɕʰ,i
5125,薺,荠,q,i,2,荸薺,,,tɕʰ,i
5126,蛆,蛆,q,y,1,嚼蛆,,,tɕʰ,y
5127,蛆,蛆,j,y,1,蝍蛆,,,tɕ,y
5128,蜈,蜈,v,v,2,,,,ʋ,ʋ
5129,註,注,zh,v,5,,,,tʂ,ʋ
5130,諉,诿,v,ei,3,,,,ʋ,əi
5131,豺,豺,ch,ae,2,,,,tʂʰ,ɛ
5132,蹜,蹜,sh,oh,7,,,,ʂ,ɔʔ
5133,轤,轳,l,v,2,,,,l,ʋ
5134,郴,郴,ch,en,1,,,,tʂʰ,əŋ
5135,鐠,镨,p,v,3,,,金屬元素,pʰ,ʋ
5136,閂,闩,sh,uaen,1,閂門,,,ʂ,uɛ̃
5137,餔,餔,b,v,1,,,,p,ʋ
5138,齶,腭,ng,ah,8,,,,ŋ,aʔ
5139,剚,剚,zh,r,5,用刀刺,,,tʂ,ʅ
5140,咫,咫,zh,r,3,,,,tʂ,ʅ
5141,嗷,嗷,ng,o,2,,,,ŋ,ɔ
5142,娑,娑,s,u,1,,,,s,ʊ
5143,幠,幠,h,v,1,,,,x,ʋ
5144,扉,扉,f,ei,1,,,,f,əi
5145,摒,摒,b,ien,5,,,,p,iəŋ
5146,汩,汩,g,ueh,7,汩亂，汩沒,,,k,uə?
5147,汩,汩,,yeh,8,迅速的樣子,,,,yəʔ
5148,洵,洵,q,yen,2,,,,tɕʰ,yəŋ
5149,涓,涓,j,iun,1,,,,tɕ,iʊ̃
5150,湋,湋,v,ei,2,,,,ʋ,əi
5151,潓,潓,h,uei,6,,,,x,uəi
5152,瀛,瀛,,ien,2,,,,,iəŋ
5153,焱,焱,,in,6,,,,,ĩ
5154,瞑,瞑,m,ien,2,,,,m,iəŋ
5155,硌,硌,l,ah,8,,,,l,aʔ
5156,磴,磴,d,en,5,,,,t,əŋ
5157,綌,绤,q,ieh,7,,,,tɕʰ,iəʔ
5158,緋,绯,f,ei,1,,,,f,əi
5159,芍,芍,sh,ah,8,芍藥,,,ʂ,aʔ
5160,芍,芍,q,iah,7,芍陂,,,tɕʰ,iaʔ
5161,萵,莴,,u,1,,,,,ʊ
5162,蕙,蕙,h,uei,6,,,,x,uəi
5163,蠔,蚝,h,o,2,,,,x,ɔ
5164,蠱,蛊,g,v,3,,,,k,ʋ
5165,豢,豢,h,uaen,6,,,,x,uɛ̃
5166,貂,貂,d,io,1,,,,t,iɔ
5167,轅,辕,,iun,2,,,,,iʊ̃
5168,鈐,钤,q,in,2,,,,tɕʰ,ĩ
5169,閡,阂,h,eh,8,,,,x,əʔ
5170,驤,骧,x,ian,1,,,,ɕ,iaŋ
5171,佗,佗,t,u,2,,,,tʰ,ʊ
5172,傣,傣,d,ae,3,,,,t,ɛ
5173,勰,勰,x,ih,8,,,,ɕ,iʔ
5174,吒,咤,zh,a,5,,,,tʂ,a
5175,吝,吝,l,ien,6,,,,l,iəŋ
5176,呸,呸,p,ei,0,,,,pʰ,əi
5177,啣,衔,h,aen,2,,,,x,ɛ̃
5178,啾,啾,j,ieu,1,,,,tɕ,iəɯ
5179,噙,噙,q,ien,2,,,,tɕʰ,iəŋ
5180,嚶,嘤,,ien,1,,,,,iəŋ
5181,岱,岱,t,ae,6,,,,tʰ,ɛ
5182,嵇,嵇,,i,2,,,,,i
5183,忖,忖,c,uen,3,,,,tsʰ,uəŋ
5184,昵,昵,n,ieh,8,,,,n,iəʔ
5185,沌,沌,t,en,6,混沌,,,tʰ,əŋ
5186,沌,沌,ch,un,6,河流名稱,,,tʂʰ,ʊ̃
5187,淶,涞,l,ae,2,,,,l,ɛ
5188,漳,漳,zh,an,1,,,,tʂ,aŋ
5189,燼,烬,q,ien,6,,,,tɕʰ,iəŋ
5190,爰,爰,,iun,2,,,,,iʊ̃
5191,璨,璨,c,aen,5,,,,tsʰ,ɛ̃
5192,痊,痊,q,iun,2,,,,tɕʰ,iʊ̃
5193,皓,皓,h,o,6,,,,x,ɔ
5194,瞰,瞰,k,un,5,,,,kʰ,ʊ̃
5195,碫,碫,d,un,5,,,,t,ʊ̃
5196,祉,祉,zh,r,3,,,,tʂ,ʅ
5197,穀,谷,g,oh,7,稻穀,,,k,ɔʔ
5198,窅,窅,,io,3,,,,,iɔ
5199,粳,粳,g,en,1,,,,k,əŋ
5200,縹,缥,p,io,3,,,,pʰ,iɔ
5201,聿,聿,,yeh,8,,,,,yəʔ
5202,臼,臼,q,ieu,6,,,,tɕʰ,iəɯ
5203,蚤,蚤,z,o,3,,,,ts,ɔ
5204,蜥,蜥,x,ieh,7,,,,ɕ,iəʔ
5205,衽,衽,r,en,6,,,,ɻ,əŋ
5206,詁,诂,g,v,3,,,,k,ʋ
5207,誥,诰,g,o,5,,,,k,ɔ
5208,郫,郫,p,i,2,,,,pʰ,i
5209,釙,钋,p,oh,7,,,金屬元素,pʰ,ɔʔ
5210,鉞,钺,,iuh,8,,,,,iʊ?
5211,閭,闾,l,y,2,,,,l,y
5212,黟,黟,,i,1,,,,,i
5213,鼴,鼹,,in,3,,,,,ĩ
5214,佚,佚,,ieh,8,,,,,iəʔ
5215,俳,俳,p,ae,2,,,,pʰ,ɛ
5216,匐,匐,f,oh,8,,,,f,ɔʔ
5217,嗐,嗐,h,ae,6,,,,x,ɛ
5218,孺,孺,r,v,2,,,,ɻ,ʋ
5219,愴,怆,ch,uan,5,,,,tʂʰ,uaŋ
5220,拎,拎,l,ien,1,,,,l,iəŋ
5221,抻,抻,sh,en,5,拉伸，有抻頭,,,ʂ,əŋ
5222,斝,斝,g,a,3,,,,k,a
5223,杵,杵,ch,v,3,,,,tʂʰ,ʋ
5224,櫟,栎,l,ieh,8,植物名,,,l,iəʔ
5225,櫟,栎,,iah,8,地名,,,,iaʔ
5226,泱,泱,,ian,1,,,,,iaŋ
5227,砒,砒,p,i,1,,,,pʰ,i
5228,秕,秕,b,i,3,不飽滿的穀粒,,,p,i
5229,簃,簃,,i,2,,,,,i
5230,紝,纴,r,en,6,,,,ɻ,əŋ
5231,茭,茭,g,o,1,,,,k,ɔ
5232,蒐,搜,s,eu,1,,,,s,əɯ
5233,藺,蔺,l,ien,6,,,,l,iəŋ
5234,謳,讴,ng,eu,1,,,,ŋ,əɯ
5235,讒,谗,ch,aen,2,,,,tʂʰ,ɛ̃
5236,蹙,蹙,z,oh,7,,,,ts,ɔʔ
5237,躪,躏,l,ien,6,,,,l,iəŋ
5238,邸,邸,d,i,3,,,,t,i
5239,郾,郾,,in,3,,,,,ĩ
5240,鄲,郸,d,aen,1,,,,t,ɛ̃
5241,醣,醣,t,an,2,,,,tʰ,aŋ
5242,鏗,铿,k,en,1,,,,kʰ,əŋ
5243,闞,阚,k,un,5,看，望,,,kʰ,ʊ̃
5244,闞,阚,h,aen,3,老虎的叫聲,,,x,ɛ̃
5245,頜,颌,g,uh,7,頜腮,,,k,ʊʔ
5246,鱉,鳖,b,ih,7,,,,p,iʔ
5247,鱒,鳟,c,uen,6,,,,tsʰ,uəŋ
5248,亶,亶,d,aen,3,,,,t,ɛ̃
5249,偎,偎,v,ei,1,,,,ʋ,əi
5250,偁,偁,ch,en,1,,,,tʂʰ,əŋ
5251,剷,铲,ch,aen,3,,,,tʂʰ,ɛ̃
5252,唷,唷,,ioh,0,,,,,iɔʔ
5253,喟,喟,k,uei,5,,,,kʰ,uəi
5254,嚎,嚎,h,o,2,,,,x,ɔ
5255,媲,媲,p,i,5,,,,pʰ,i
5256,宸,宸,ch,en,2,,,,tʂʰ,əŋ
5257,撅,撅,j,iuh,7,,,,tɕ,iʊ?
5258,榭,榭,q,ia,6,,,,tɕʰ,ia
5259,歙,歙,sh,ih,7,歙縣，安徽地名,,,ʂ,iʔ
5260,歙,歙,x,ieh,7,吸氣,,,ɕ,iəʔ
5261,沮,沮,j,y,1,河流名稱,,,tɕ,y
5262,沮,沮,j,y,3,沮喪,,,tɕ,y
5263,沮,沮,j,y,5,濕潤,,,tɕ,y
5264,沓,沓,t,aeh,8,,,,tʰ,ɛʔ
5265,浠,浠,x,i,1,,,,ɕ,i
5266,渚,渚,zh,v,3,,,,tʂ,ʋ
5267,潦,潦,l,io,2,潦草,,,l,iɔ
5268,潦,潦,l,o,3,雨水大,,,l,ɔ
5269,澼,澼,p,ieh,7,,,,pʰ,iəʔ
5270,熤,熤,,ieh,8,,,,,iəʔ
5271,燻,熏,x,yen,1,,,,ɕ,yəŋ
5272,猝,猝,c,ueh,7,,,,tsʰ,uə?
5273,玓,玓,d,ieh,7,,,,t,iəʔ
5274,珂,珂,k,u,1,,,,kʰ,ʊ
5275,璀,璀,c,uei,3,,,,tsʰ,uəi
5276,瓏,珑,l,on,2,,,,l,ɔŋ
5277,畈,畈,f,aen,5,,,,f,ɛ̃
5278,瘧,疟,n,iah,8,,,,n,iaʔ
5279,瘢,瘢,b,aen,1,,,,p,ɛ̃
5280,癸,癸,g,uei,3,,,,k,uəi
5281,礡,礡,p,ah,8,,,,pʰ,aʔ
5282,祜,祜,h,v,6,,,,x,ʋ
5283,祟,祟,s,uei,5,,,,s,uəi
5284,絀,绌,zh,ueh,7,,,,tʂ,uə?
5285,繇,繇,,ieu,2,同“由”,,,,iəɯ
5286,繇,繇,ch,eu,6,同“籒”,,,tʂʰ,əɯ
5287,繇,繇,,io,2,同“徭，謠”,,,,iɔ
5288,罔,罔,v,an,3,,,,ʋ,aŋ
5289,胯,胯,k,ua,5,,,,kʰ,ua
5290,芷,芷,zh,r,3,,,,tʂ,ʅ
5291,茜,茜,q,in,5,,,,tɕʰ,ĩ
5292,蓖,蓖,b,in,1,,,,p,ĩ
5293,蓖,蓖,b,i,5,,又音,,p,i
5294,軾,轼,sh,eh,7,,,,ʂ,əʔ
5295,邯,邯,h,un,2,,,,x,ʊ̃
5296,釷,钍,t,v,3,,,金屬元素,tʰ,ʋ
5297,銖,铢,ch,v,2,,,,tʂʰ,ʋ
5298,銖,铢,zh,v,1,,異讀,,tʂ,ʋ
5299,鋯,锆,g,o,5,,,金屬元素,k,ɔ
5300,鍶,锶,s,z,1,,,金屬元素,s,ɿ
5301,鎧,铠,k,ae,3,,,,kʰ,ɛ
5302,鑠,铄,sh,ah,7,,,,ʂ,aʔ
5303,闔,阖,h,uh,8,,,,x,ʊʔ
5304,鞁,鞁,p,i,6,,,,pʰ,i
5305,韞,韫,,yen,3,,,,,yəŋ
5306,韞,韫,,yen,5,,異讀,,,yəŋ
5307,頷,颔,h,un,6,,,,x,ʊ̃
5308,饌,馔,ch,uaen,6,,,,tʂʰ,uɛ̃
5309,鯰,鲶,n,in,2,,,,n,ĩ
5310,鴛,鸳,,iun,1,,,,,iʊ̃
5311,鼕,冬,d,on,1,,,,t,ɔŋ
5312,伕,夫,f,v,1,,,,f,ʋ
5313,倜,倜,t,ieh,7,,,,tʰ,iəʔ
5314,僂,偻,l,eu,2,,,,l,əɯ
5315,匱,匮,k,uei,6,,,,kʰ,uəi
5316,喋,喋,t,ih,8,喋喋不休,,,tʰ,iʔ
5317,喋,喋,zh,aeh,7,唼喋水鳥或魚類的吃食聲,,,tʂ,ɛʔ
5318,喑,喑,,ien,1,,,,,iəŋ
5319,噥,哝,n,on,2,,,,n,ɔŋ
5320,囔,囔,n,an,2,,,,n,aŋ
5321,圳,圳,zh,en,5,,,,tʂ,əŋ
5322,圪,圪,,ieh,8,高大,,,,iəʔ
5323,奘,奘,zh,uan,3,粗大,,,tʂ,uaŋ
5324,奘,奘,c,an,6,玄奘,,,tsʰ,aŋ
5325,妊,妊,r,en,6,,,,ɻ,əŋ
5326,媾,媾,g,eu,5,,,,k,əɯ
5327,嵎,嵎,,y,2,,,,,y
5328,弩,弩,n,v,3,,,,n,ʋ
5329,恙,恙,,ian,6,,,,,iaŋ
5330,悴,悴,c,uei,6,,,,tsʰ,uəi
5331,惆,惆,ch,eu,2,,異讀,,tʂʰ,əɯ
5332,惆,惆,ch,eu,1,,,,tʂʰ,əɯ
5333,愬,愬,s,v,5,,,,s,ʋ
5334,慥,慥,c,o,5,,,,tsʰ,ɔ
5335,憔,憔,q,io,2,,,,tɕʰ,iɔ
5336,戡,戡,k,un,1,,,,kʰ,ʊ̃
5337,拊,拊,f,v,3,,,,f,ʋ
5338,掾,掾,,iun,6,,,,,iʊ̃
5339,搐,搐,ch,oh,7,,,,tʂʰ,ɔʔ
5340,撙,撙,z,uen,3,,,,ts,uəŋ
5341,杳,杳,,io,3,,,,,iɔ
5342,柞,柞,zh,a,5,河水名,,,tʂ,a
5343,柞,柞,z,ah,7,柞木，柞樹，柞蠶,,,ts,aʔ
5344,柞,柞,c,ah,8,,zah7的又音,,tsʰ,aʔ
5345,泓,泓,h,on,2,,,,x,ɔŋ
5346,涮,涮,sh,uaen,5,,,,ʂ,uɛ̃
5347,淖,淖,n,o,6,,,,n,ɔ
5348,滓,滓,zh,r,3,,,,tʂ,ʅ
5349,滁,滁,ch,v,2,,,,tʂʰ,ʋ
5350,瓚,瓒,c,aen,6,,,,tsʰ,ɛ̃
5351,痺,痹,b,i,5,,,,p,i
5352,盂,盂,,y,2,,,,,y
5353,眚,眚,sh,en,3,,,,ʂ,əŋ
5354,矜,矜,j,ien,1,矜持,,,tɕ,iəŋ
5355,矜,矜,q,in,2,矛或戟的柄,,,tɕʰ,ĩ
5356,矜,矜,g,uaen,1,同“鰥”,,,k,uɛ̃
5357,碔,碔,v,v,3,,,,ʋ,ʋ
5358,穌,稣,s,v,1,,,,s,ʋ
5359,簌,簌,s,oh,7,,,,s,ɔʔ
5360,緱,缑,g,eu,1,,,,k,əɯ
5361,羔,羔,g,o,1,,,,k,ɔ
5362,膂,膂,l,y,3,,,,l,y
5363,膾,脍,k,uae,5,,,,kʰ,uɛ
5364,膻,膻,sh,in,1,膻味,,,ʂ,ĩ
5365,膻,膻,t,aen,6,膻中,,,tʰ,ɛ̃
5366,藜,藜,l,i,2,,,,l,i
5367,蟿,蟿,q,i,5,,,,tɕʰ,i
5368,襤,褴,l,aen,2,,,,l,ɛ̃
5369,鋏,铗,j,ih,7,,,,tɕ,iʔ
5370,鏢,镖,b,io,1,,,,p,iɔ
5371,鑕,锧,zh,eh,7,,,,tʂ,əʔ
5372,鑫,鑫,x,ien,1,,,,ɕ,iəŋ
5373,钁,镢,j,iah,7,,,,tɕ,iaʔ
5374,隍,隍,h,uan,2,,,,x,uaŋ
5375,隈,隈,v,ei,1,,,,ʋ,əi
5376,靄,霭,ng,ae,3,,,,ŋ,ɛ
5377,靼,靼,d,aeh,7,,,,t,ɛʔ
5378,飩,饨,t,en,2,,,,tʰ,əŋ
5379,餛,馄,h,uen,2,,,,x,uəŋ
5380,鬣,鬣,l,ih,8,,,,l,iʔ
5381,亳,亳,p,ah,8,,,,pʰ,aʔ
5382,伢,伢,ng,a,2,,,,ŋ,a
